poliza;sexo;sri;gdi;sin;ant_comp;ant_perm;edad;ant_veh
80175023;M;No Urbana;NO;2;0;5;35;2009
80174458;M;Urbana;NO;3;4;3;70;2009
1435087;M;No Urbana;NO;1;4;15;64;2011
1430471;M;Urbana;NO;4;4;11;60;2010
80174737;M;No Urbana;NO;2;3;9;72;2010
80173092;F;No Urbana;NO;1;3;3;40;2007
80173090;F;No Urbana;NO;0;0;14;60;2012
80172437;M;No Urbana;NO;2;0;14;40;2002
80173064;M;Urbana;NO;2;3;12;51;2009
80174946;M;No Urbana;NO;2;3;13;68;2001
80172683;M;Urbana;NO;1;1;12;40;2003
80174294;M;No Urbana;NO;1;3;1;57;1997
80172260;M;Urbana;NO;1;4;8;60;2004
80172921;M;No Urbana;NO;2;3;9;72;2000
80172484;M;No Urbana;NO;0;4;11;41;2008
80172946;M;Urbana;NO;4;2;12;35;2009
80173476;M;Urbana;NO;3;4;13;85;2007
80172830;M;Urbana;NO;3;5;13;65;2000
80172483;M;Urbana;NO;1;2;3;41;2006
80173483;M;Urbana;NO;4;3;0;51;2007
80174302;M;Urbana;NO;1;3;10;40;2002
80174051;M;No Urbana;NO;0;0;4;64;2011
80174099;M;No Urbana;NO;2;4;13;68;1997
80174290;M;Urbana;NO;0;4;14;54;2006
80172533;M;Urbana;NO;5;3;2;55;2007
80172589;F;Urbana;NO;0;0;1;47;2004
80174156;M;Urbana;NO;5;5;5;60;2006
80173030;M;No Urbana;NO;5;5;3;49;2006
80173927;M;No Urbana;NO;4;5;2;62;2007
80173787;M;Urbana;NO;2;4;0;37;2008
80174125;M;Urbana;NO;0;2;14;56;1996
80175669;M;No Urbana;NO;1;1;3;72;1993
80173551;M;Urbana;NO;4;0;14;59;1996
80173746;M;No Urbana;NO;1;5;13;60;1981
1434503;F;No Urbana;NO;5;3;14;70;2000
1434371;F;Urbana;NO;5;5;15;53;2007
1433695;M;Urbana;NO;5;2;8;93;2000
1432568;M;Urbana;NO;0;4;12;46;2008
80174429;M;Urbana;NO;3;5;8;93;2000
1432505;F;No Urbana;NO;5;5;12;53;2007
1434532;M;No Urbana;NO;5;4;15;46;2008
80175115;F;Urbana;NO;1;5;4;70;2000
80173083;M;No Urbana;NO;4;4;3;93;2000
80172649;M;No Urbana;NO;5;2;13;68;2000
80172932;M;Urbana;NO;0;3;1;44;2004
80173946;F;Urbana;NO;0;3;9;70;2000
80174115;M;No Urbana;NO;2;0;9;46;2008
80174031;F;No Urbana;NO;1;5;6;53;2007
80173712;M;No Urbana;NO;5;2;2;58;2007
80174128;M;No Urbana;NO;5;2;4;56;1996
80172288;M;No Urbana;NO;3;4;13;49;2015
80174551;M;Urbana;NO;3;0;13;58;2013
80174433;M;No Urbana;NO;5;0;11;39;2007
80174758;M;No Urbana;NO;5;4;4;78;2006
80174188;M;No Urbana;NO;3;0;11;50;2007
80172968;M;Urbana;NO;2;5;7;39;2007
80173662;M;Urbana;NO;0;3;4;78;2006
80173424;M;No Urbana;NO;0;1;10;58;2013
80172442;M;Urbana;NO;0;3;0;45;2013
80172334;F;No Urbana;NO;3;2;8;28;2000
80172749;F;No Urbana;NO;4;4;6;55;2007
80173640;M;Urbana;NO;2;5;14;49;2011
80172648;F;No Urbana;NO;1;3;12;71;2011
80172287;F;No Urbana;NO;2;0;0;46;2006
1436246;F;No Urbana;NO;3;4;13;33;2011
1436182;F;No Urbana;NO;4;0;3;64;2013
1435757;F;No Urbana;NO;4;5;10;40;2012
1435746;F;No Urbana;NO;0;5;6;41;2011
1433848;F;No Urbana;NO;2;0;8;41;2011
1435912;M;Urbana;NO;5;2;6;65;2001
1434116;M;No Urbana;NO;2;5;2;50;2012
1435134;F;No Urbana;NO;1;2;4;55;2015
1435794;F;No Urbana;NO;5;5;1;56;2013
1432779;M;Urbana;NO;1;4;8;40;2012
80175683;M;No Urbana;NO;0;5;2;65;2001
80175456;M;No Urbana;NO;3;1;6;40;2012
1435650;F;Urbana;NO;2;0;6;44;2012
1433613;F;No Urbana;NO;4;1;5;40;2012
1434168;F;Urbana;NO;5;3;15;33;2011
1434153;M;Urbana;NO;5;3;5;55;2011
1434037;F;Urbana;NO;1;4;5;64;2013
1433022;F;No Urbana;NO;3;1;3;74;2008
1434149;M;Urbana;NO;5;4;5;59;2011
1434731;M;Urbana;NO;3;4;10;50;2007
1433804;M;Urbana;NO;3;1;10;43;2013
1434235;M;No Urbana;NO;4;1;4;43;2013
1436016;F;Urbana;NO;5;4;15;53;2011
1434216;F;No Urbana;NO;0;3;10;84;2014
80174999;M;No Urbana;NO;5;0;7;48;2014
80175133;M;Urbana;NO;1;1;6;71;2013
1432915;M;No Urbana;NO;2;4;13;0;2013
80175337;F;No Urbana;NO;4;3;9;55;2015
80175043;M;Urbana;NO;3;2;6;55;2011
1432180;M;Urbana;NO;0;5;15;43;2013
80174952;M;No Urbana;NO;1;1;11;50;2012
1433008;M;Urbana;NO;0;4;15;32;1999
80175369;M;No Urbana;NO;0;0;1;50;2007
1435060;M;No Urbana;NO;5;0;2;37;2013
1434665;F;No Urbana;NO;1;4;13;65;2013
80174967;M;No Urbana;NO;2;5;10;59;2011
80174915;F;Urbana;NO;1;4;11;33;2011
80175090;M;Urbana;NO;1;0;3;62;2013
80174871;F;Urbana;NO;1;2;2;63;1998
1432072;F;Urbana;NO;5;5;4;64;2013
80174408;F;No Urbana;NO;1;3;13;74;2008
1430567;F;No Urbana;NO;2;1;9;64;2013
80172669;F;Urbana;NO;2;2;2;66;2010
80174849;F;Urbana;NO;3;4;1;41;2011
80174237;M;Urbana;NO;5;4;0;26;2011
80172627;F;No Urbana;NO;2;1;9;64;2006
1431253;M;No Urbana;SI;1;5;1;37;2013
1431937;F;Urbana;NO;3;2;14;40;2012
80172987;M;Urbana;NO;3;5;6;78;2008
80172487;M;Urbana;NO;4;4;4;26;2011
80174153;F;Urbana;NO;4;1;12;52;2002
80174625;M;No Urbana;NO;4;0;8;43;2013
80172680;M;No Urbana;NO;0;2;15;31;2013
80172960;F;No Urbana;NO;0;5;14;73;2011
80173129;F;Urbana;NO;4;3;13;74;2008
80172479;M;No Urbana;NO;1;2;2;0;2001
1430699;F;No Urbana;NO;3;3;7;33;2011
80174254;M;Urbana;NO;3;2;2;50;2007
80174314;M;Urbana;NO;4;4;6;31;2013
80172173;F;Urbana;NO;4;4;7;52;2002
80172515;M;Urbana;NO;2;4;14;55;2012
80172740;F;Urbana;NO;5;5;5;76;2012
80172379;M;No Urbana;NO;0;1;5;61;2011
80174075;F;No Urbana;NO;5;1;13;63;1998
80173475;M;Urbana;NO;1;0;12;85;2011
80172567;M;Urbana;NO;1;2;15;50;2007
80173909;M;No Urbana;NO;1;5;8;48;2014
80174185;F;Urbana;NO;1;2;0;55;2015
1430760;M;Urbana;NO;0;2;8;43;2013
80172670;F;No Urbana;NO;0;2;6;70;2012
80173808;M;Urbana;NO;1;2;2;85;2007
80174159;M;No Urbana;NO;1;3;11;61;2011
80173905;M;Urbana;NO;4;3;1;59;2011
80173801;M;No Urbana;NO;4;3;0;61;1998
80173679;F;Urbana;NO;2;0;3;41;2011
80173798;M;Urbana;NO;3;1;10;40;2012
80173698;M;Urbana;NO;0;5;8;47;2012
80173469;F;No Urbana;NO;0;3;1;40;2012
80172621;M;Urbana;NO;2;3;13;41;2008
80172496;M;No Urbana;NO;1;0;1;65;2012
1434972;M;Urbana;NO;5;1;6;50;2011
1434009;M;No Urbana;NO;2;3;4;35;2008
80175025;M;Urbana;NO;0;1;7;35;2008
80174881;M;Urbana;NO;2;0;11;58;2011
80173706;M;Urbana;NO;4;1;15;58;2011
80173349;F;Urbana;NO;1;3;7;43;2009
80172650;M;No Urbana;NO;3;1;0;68;2007
80173326;F;Urbana;NO;5;4;2;59;2011
1431841;F;No Urbana;NO;2;1;9;43;2009
1430302;F;No Urbana;NO;5;4;12;43;2009
80172945;M;No Urbana;NO;2;1;2;35;2008
80173705;M;Urbana;NO;5;1;13;80;2011
80172352;M;Urbana;NO;1;4;9;66;2011
80174100;M;Urbana;NO;0;1;13;34;2012
80172528;M;Urbana;NO;3;0;15;76;2009
80173085;M;Urbana;NO;1;0;13;32;2009
80173761;M;No Urbana;NO;5;0;15;50;2011
80174281;M;No Urbana;NO;3;2;11;45;2008
80172834;M;Urbana;NO;5;2;4;45;2008
1436057;M;No Urbana;NO;2;0;13;49;2007
1434197;M;No Urbana;NO;1;2;5;34;2009
1435010;M;Urbana;NO;4;5;9;46;2007
80175006;M;Urbana;NO;1;3;10;34;2009
80175205;M;Urbana;NO;3;2;5;46;2007
80173900;M;No Urbana;NO;0;4;5;34;2009
80174126;M;No Urbana;NO;2;3;13;56;1993
80172636;M;No Urbana;NO;4;2;3;81;2002
80172138;M;Urbana;NO;4;5;12;52;2002
80172143;M;No Urbana;NO;5;5;10;46;2006
1433944;F;No Urbana;NO;3;4;4;44;2007
80175464;M;No Urbana;NO;1;1;1;36;2005
1434521;M;Urbana;NO;5;2;1;59;2007
1434808;M;No Urbana;NO;5;0;7;36;2005
1434279;F;No Urbana;NO;3;4;5;66;2006
80174863;F;Urbana;NO;5;4;10;66;2006
80175266;M;Urbana;NO;5;1;11;59;2007
80172826;M;No Urbana;NO;0;1;13;60;2006
80172233;M;No Urbana;NO;5;5;14;59;2007
80173813;F;No Urbana;NO;4;1;9;79;2007
80173812;F;No Urbana;NO;3;2;9;66;2006
80174097;M;Urbana;NO;2;4;10;59;2007
80174018;M;No Urbana;NO;3;4;10;36;2005
1435536;F;Urbana;NO;4;2;5;41;2013
1433770;M;No Urbana;NO;3;3;5;43;2013
80174673;M;No Urbana;NO;5;5;8;43;2013
80173471;F;Urbana;NO;0;5;12;57;2013
1435312;F;Urbana;NO;3;1;8;88;2006
80175617;F;No Urbana;NO;0;5;1;59;2006
80174274;F;Urbana;NO;5;5;5;59;2006
80175293;M;No Urbana;NO;0;1;8;64;2009
80172779;M;Urbana;NO;0;0;13;61;2007
1435271;F;Urbana;NO;1;2;5;71;2006
1433333;F;Urbana;NO;4;5;0;71;2006
80175563;F;No Urbana;NO;2;1;9;44;2008
80175168;F;No Urbana;NO;4;4;2;60;2008
80175597;M;Urbana;NO;1;5;1;41;2008
80174453;F;Urbana;NO;4;1;1;71;2006
80172990;F;No Urbana;NO;5;1;15;71;2006
80174329;M;Urbana;NO;1;3;15;41;2008
80172698;F;No Urbana;NO;5;5;7;82;2008
80173901;F;No Urbana;NO;0;3;15;60;2008
80173521;F;No Urbana;NO;5;2;14;74;2009
80175646;M;No Urbana;NO;3;4;14;65;2007
1434497;F;Urbana;NO;4;2;8;48;2008
80175142;F;Urbana;NO;2;3;7;48;2008
1435081;M;No Urbana;NO;0;3;6;65;2007
80173506;M;No Urbana;NO;2;1;2;65;2007
80172325;M;Urbana;NO;5;5;0;73;2012
1435776;M;No Urbana;NO;0;3;4;62;2010
1434382;M;No Urbana;NO;3;3;1;71;2011
1434099;M;Urbana;NO;0;4;11;81;2016
1435986;F;No Urbana;NO;3;0;14;48;2012
1435939;M;No Urbana;NO;3;1;3;55;2013
1436130;F;No Urbana;NO;2;4;11;61;2011
1433798;M;No Urbana;NO;4;0;8;62;2010
1434174;M;Urbana;NO;4;1;4;57;2007
1435433;M;Urbana;NO;5;1;6;70;2009
80175451;M;No Urbana;NO;3;5;13;40;2017
1434803;M;No Urbana;NO;2;3;10;51;2010
80174615;F;Urbana;NO;2;4;2;52;2010
80175196;M;No Urbana;NO;2;4;2;51;2010
80175383;M;Urbana;NO;0;3;5;35;2008
1433486;M;No Urbana;NO;1;1;14;70;2009
80174404;M;Urbana;NO;2;0;3;70;2009
1434402;F;No Urbana;NO;1;2;4;65;2012
80175035;M;No Urbana;NO;0;1;8;69;2012
80174987;M;No Urbana;NO;0;0;14;71;2011
80174885;M;No Urbana;NO;1;0;4;57;2007
80173305;F;No Urbana;NO;5;4;2;52;2010
80172958;M;No Urbana;NO;2;3;6;70;2009
80175452;M;No Urbana;NO;4;5;10;40;2016
80175426;F;No Urbana;NO;1;2;15;47;2010
80174698;M;Urbana;NO;4;0;3;62;2010
80173888;M;No Urbana;NO;5;0;4;71;2011
80173241;M;No Urbana;NO;3;3;5;50;2008
80172975;F;Urbana;NO;3;0;11;54;2014
1430351;M;No Urbana;NO;3;5;10;62;2010
80172741;M;Urbana;NO;0;4;6;56;2010
80173736;M;No Urbana;NO;1;1;15;57;2007
80174174;M;Urbana;NO;1;0;7;35;2008
80172298;M;Urbana;NO;0;5;2;77;2010
80174109;M;No Urbana;NO;0;4;5;51;2010
80173974;M;Urbana;NO;1;5;2;52;2010
1433991;M;Urbana;NO;3;5;2;84;1991
80174796;M;Urbana;NO;4;5;14;84;1991
80173626;M;Urbana;NO;4;3;13;84;1991
1435190;F;No Urbana;NO;4;0;11;26;1995
80172776;F;Urbana;NO;1;0;8;59;2004
80172842;M;No Urbana;NO;2;4;0;35;2004
1435356;F;Urbana;NO;1;1;12;59;2004
1434815;M;No Urbana;NO;2;3;10;65;2011
80175679;F;No Urbana;NO;4;1;13;50;2014
1435376;M;No Urbana;NO;5;2;0;35;2004
1433606;M;Urbana;NO;4;2;3;67;2002
1434720;M;Urbana;NO;0;4;9;65;2003
1434201;M;Urbana;NO;1;5;1;62;2012
80175039;M;No Urbana;NO;5;3;0;62;2012
80175187;M;No Urbana;NO;4;4;3;65;2003
80174519;M;Urbana;NO;3;2;4;35;2004
80175395;M;Urbana;NO;4;5;3;65;2011
80175611;M;Urbana;NO;0;4;11;35;2004
80175495;M;Urbana;NO;0;0;3;56;2012
80175605;F;No Urbana;NO;1;1;5;59;2004
1434846;M;No Urbana;NO;1;5;0;56;2012
80174514;F;No Urbana;NO;2;3;6;59;2004
80173047;M;Urbana;NO;2;5;0;28;2007
80174208;M;Urbana;NO;0;2;12;65;2011
80174227;M;Urbana;NO;2;1;4;56;2012
80174674;F;Urbana;NO;1;4;1;61;2011
80174102;M;Urbana;NO;1;0;14;65;2003
80172354;M;Urbana;NO;1;5;10;66;2009
80175324;M;No Urbana;NO;1;4;14;80;2007
1434857;M;Urbana;NO;4;4;1;80;2007
80173452;M;No Urbana;NO;2;5;15;71;2008
80172719;M;Urbana;NO;2;4;4;45;2003
80172347;M;Urbana;NO;3;4;4;42;2008
1434385;F;No Urbana;NO;0;4;6;55;2007
1435736;M;Urbana;NO;2;5;1;69;2006
80174135;M;Urbana;NO;0;1;2;80;2007
1436178;F;No Urbana;NO;4;5;8;0;2008
80172449;F;Urbana;NO;5;3;8;57;2008
1434112;F;Urbana;NO;3;4;13;64;2005
1433350;F;No Urbana;NO;4;4;0;27;2009
1434621;F;Urbana;NO;5;5;2;42;2007
1433870;F;Urbana;NO;5;0;8;0;2008
1435609;F;Urbana;NO;3;1;5;56;2003
1434868;F;No Urbana;NO;3;1;12;61;2006
1433612;M;Urbana;NO;4;1;4;69;2006
1434760;M;Urbana;SI;3;0;3;76;2011
1434748;F;No Urbana;NO;5;5;4;60;2005
80175282;F;No Urbana;NO;4;5;6;60;2005
1433576;F;No Urbana;NO;1;2;10;56;2008
80175200;F;No Urbana;NO;3;5;0;55;2007
80175536;M;Urbana;NO;4;2;2;82;2007
1433933;F;No Urbana;NO;1;4;2;65;2005
1435409;F;No Urbana;NO;1;0;8;27;2009
1434986;M;Urbana;NO;4;3;13;81;2003
1435549;M;No Urbana;NO;0;4;12;60;2006
1434224;M;Urbana;NO;2;2;12;39;2008
80175313;F;No Urbana;NO;5;2;2;56;2003
80174577;F;No Urbana;NO;0;0;12;72;2006
80174639;F;No Urbana;NO;4;1;14;45;2006
80174410;F;Urbana;NO;0;3;8;68;2006
80174975;F;Urbana;NO;2;5;12;38;2008
1433930;M;No Urbana;NO;5;1;7;33;2008
1431933;M;Urbana;NO;5;5;3;69;2006
80175551;M;No Urbana;NO;0;3;12;81;2003
1433036;M;No Urbana;NO;1;3;5;60;2006
1434850;F;Urbana;NO;2;1;7;44;2011
80175542;F;Urbana;NO;5;4;6;58;2002
80175513;M;Urbana;NO;2;4;0;87;2005
80175360;F;Urbana;NO;2;1;8;61;2006
80175059;M;No Urbana;NO;1;4;1;49;2004
80175354;M;Urbana;NO;0;2;15;27;2005
80174762;F;Urbana;NO;1;4;6;65;2005
80174868;F;Urbana;NO;2;5;8;64;2005
1435109;F;Urbana;NO;0;2;7;64;2006
80174791;F;No Urbana;NO;3;0;1;0;2008
80174913;F;No Urbana;NO;1;0;13;32;2011
80174275;M;Urbana;NO;0;5;0;82;2007
80172854;F;Urbana;NO;0;2;2;60;2004
80174718;M;Urbana;NO;4;3;15;33;2008
80172712;F;Urbana;NO;0;2;11;58;2002
80173013;M;No Urbana;NO;3;5;13;67;2005
80174298;F;No Urbana;NO;1;0;9;27;2009
80174295;M;Urbana;NO;0;1;3;31;2004
80173035;F;No Urbana;NO;0;2;13;68;2006
80172726;M;Urbana;NO;1;1;3;87;2005
1430424;M;No Urbana;NO;3;5;2;69;2006
80173095;F;No Urbana;NO;1;2;4;45;2006
80172518;M;Urbana;NO;4;4;0;82;2007
80173981;M;Urbana;NO;1;3;9;69;2004
80174313;F;Urbana;NO;5;2;3;58;2002
80173081;F;No Urbana;NO;1;3;13;72;2006
80173950;M;No Urbana;NO;1;2;11;68;2006
80174242;M;Urbana;NO;4;1;15;27;2005
80173669;F;No Urbana;NO;4;0;7;65;2005
80172517;M;No Urbana;NO;3;0;1;59;2004
80172162;M;No Urbana;NO;2;1;10;42;2009
80174305;M;No Urbana;NO;3;5;14;87;2005
80174223;F;No Urbana;NO;5;2;7;61;2006
80174132;M;No Urbana;NO;2;1;14;81;2003
80172239;M;Urbana;NO;0;3;12;27;2005
80172383;F;Urbana;NO;5;5;1;27;2009
80172145;F;Urbana;NO;5;2;12;61;2006
80174080;M;Urbana;NO;3;4;7;73;2009
80173618;M;No Urbana;NO;5;4;4;33;2008
80173410;F;No Urbana;NO;4;2;7;57;2005
80173762;F;No Urbana;NO;0;2;4;32;2011
80173876;F;Urbana;NO;1;5;15;64;2005
80173696;F;Urbana;NO;4;0;11;0;2008
80173939;F;Urbana;NO;3;1;2;38;2008
80172529;F;Urbana;NO;3;4;8;48;2009
1433763;F;Urbana;NO;5;2;13;59;2012
80172251;F;No Urbana;NO;2;3;11;51;2014
80174694;F;No Urbana;NO;5;4;2;59;2012
80172521;F;Urbana;NO;4;3;1;43;2012
80172348;M;No Urbana;NO;0;0;11;42;2007
80172778;M;No Urbana;NO;3;0;5;54;2008
80172312;F;No Urbana;NO;3;2;14;46;2007
80172250;F;No Urbana;NO;2;1;13;49;2005
80172377;F;No Urbana;NO;0;2;7;46;2012
80172868;M;No Urbana;NO;2;1;15;35;2012
80173745;M;No Urbana;NO;4;2;0;65;2005
80173372;F;Urbana;NO;4;2;6;59;2012
1436013;M;Urbana;NO;4;0;12;65;2005
1433860;M;No Urbana;NO;2;3;3;65;2005
80174733;M;Urbana;NO;4;3;10;65;2005
1433667;M;No Urbana;NO;4;4;0;47;2007
1435768;M;Urbana;NO;5;4;11;68;2012
1433658;F;Urbana;NO;2;2;3;61;2013
1435713;F;Urbana;NO;5;2;14;61;2013
1433656;M;No Urbana;NO;4;0;15;68;2012
1435748;M;No Urbana;NO;3;4;0;52;2010
1435463;F;Urbana;NO;0;5;3;45;2007
1434510;F;No Urbana;NO;5;0;13;69;2007
1434509;F;No Urbana;NO;5;5;0;41;2007
80172576;F;Urbana;NO;1;0;0;49;2008
1435739;F;Urbana;NO;5;5;7;49;2006
1436187;F;No Urbana;NO;4;4;12;53;2011
1435598;F;No Urbana;NO;4;3;8;36;2011
80175647;M;No Urbana;NO;1;2;0;65;2009
1435232;F;Urbana;NO;2;2;1;58;2005
80175644;M;Urbana;NO;0;3;14;65;2005
1435135;M;Urbana;NO;3;0;0;56;2011
1434929;F;Urbana;NO;4;3;14;54;2006
1435165;F;Urbana;NO;5;1;7;49;2007
1435159;F;No Urbana;NO;4;0;15;41;2007
1436155;F;Urbana;NO;2;1;6;53;2014
1433904;M;Urbana;NO;5;2;0;50;2011
1434635;F;No Urbana;NO;0;2;0;30;2011
1436118;F;Urbana;NO;3;5;4;44;2011
1434527;M;No Urbana;NO;1;5;2;47;2011
1433909;F;No Urbana;NO;0;5;1;44;2011
1433864;F;Urbana;NO;3;2;11;47;2005
1435607;F;Urbana;NO;5;0;12;42;2011
1435599;F;Urbana;NO;2;3;14;52;2007
1434257;F;Urbana;NO;2;5;1;49;2007
80175338;M;Urbana;NO;5;0;3;56;2011
1434759;F;Urbana;NO;1;1;2;70;2005
80174562;F;Urbana;NO;1;3;3;62;2010
1435074;M;No Urbana;NO;2;4;2;63;2010
1434170;F;No Urbana;NO;2;5;14;63;2008
1434157;F;Urbana;NO;0;3;9;43;2011
1434156;M;Urbana;NO;0;3;9;69;2007
1434347;F;No Urbana;NO;1;0;4;62;2005
1433713;F;No Urbana;NO;3;3;12;61;2013
1434801;F;No Urbana;NO;2;0;12;61;2007
80175444;M;Urbana;NO;0;4;12;25;2012
1434151;F;No Urbana;NO;0;1;14;38;2009
1434340;F;No Urbana;NO;3;1;0;66;2012
1434734;M;No Urbana;NO;4;0;9;44;2009
1435591;M;No Urbana;NO;5;3;8;43;2011
80175215;F;Urbana;NO;0;4;5;45;2008
1434237;F;No Urbana;NO;2;0;0;55;2008
1434183;M;Urbana;SI;3;3;7;72;2007
1434062;F;No Urbana;NO;2;2;7;53;2011
1433812;F;Urbana;NO;4;0;0;49;2006
1433808;F;No Urbana;NO;1;4;12;92;2011
80175201;F;Urbana;NO;2;1;11;62;2005
1434234;M;No Urbana;NO;4;1;8;43;2012
1434324;M;Urbana;NO;4;2;15;59;2013
1434231;F;Urbana;NO;4;2;1;59;2008
1434524;F;Urbana;NO;2;3;3;64;2011
1434492;M;Urbana;NO;5;0;2;54;2009
1435430;F;Urbana;NO;4;1;15;51;2014
1434832;M;No Urbana;NO;0;5;12;41;2008
1433796;M;Urbana;NO;0;0;1;52;2010
1433621;M;No Urbana;NO;2;4;15;28;2009
1434549;F;Urbana;NO;5;5;6;49;2007
1434987;F;Urbana;NO;3;0;12;64;2005
1433619;M;No Urbana;NO;4;3;15;68;2012
1433845;F;Urbana;NO;2;4;13;58;2008
1434518;F;Urbana;NO;2;0;10;55;2010
1434547;F;Urbana;NO;2;2;13;50;2012
1433568;M;Urbana;NO;3;3;13;43;2011
1435130;M;Urbana;NO;5;3;6;65;2011
1434505;M;Urbana;NO;2;0;10;69;2011
1434008;M;Urbana;NO;5;3;8;35;2013
1434004;M;No Urbana;NO;0;2;9;56;2013
80175466;F;No Urbana;NO;1;4;6;41;2007
80175330;M;No Urbana;NO;5;0;6;78;2012
1434218;F;Urbana;NO;3;3;14;44;2010
80175652;M;Urbana;NO;4;1;7;51;2008
1432971;F;No Urbana;NO;1;2;6;58;2005
80175629;M;Urbana;NO;0;3;12;71;2013
1434568;F;No Urbana;NO;1;0;11;45;2008
1433375;F;Urbana;NO;0;1;4;51;2014
80175619;M;Urbana;NO;1;1;10;69;2010
80175314;F;Urbana;NO;3;5;8;42;2011
1434205;F;Urbana;NO;4;4;14;39;2012
80175607;M;Urbana;NO;2;5;11;54;2008
1432177;F;Urbana;NO;2;5;2;55;2008
80175550;F;Urbana;NO;4;4;14;64;2005
80175199;F;Urbana;NO;4;4;9;41;2007
1434368;F;Urbana;NO;0;2;13;39;2010
80175000;M;No Urbana;NO;1;0;15;59;2013
1432700;M;No Urbana;NO;3;1;10;44;2009
1432381;F;No Urbana;NO;2;5;0;39;2010
80175296;F;Urbana;NO;5;0;4;64;2011
1433600;F;No Urbana;NO;4;1;9;62;2010
1434470;F;Urbana;NO;0;3;15;40;2010
80175147;F;Urbana;NO;5;3;3;43;2011
80175435;M;Urbana;NO;4;5;15;69;2011
1433412;F;Urbana;NO;3;3;6;45;2007
80175422;F;No Urbana;NO;2;1;0;66;2008
1433406;M;No Urbana;NO;3;0;13;45;2013
1434013;M;Urbana;NO;2;5;3;65;2007
1433635;F;Urbana;NO;5;1;8;36;2011
1432913;M;Urbana;NO;3;2;15;67;2010
1432786;F;No Urbana;NO;0;4;4;56;2006
1432213;M;Urbana;NO;1;5;12;59;2008
80175131;F;Urbana;SI;5;4;14;49;2007
80174914;F;Urbana;NO;4;2;2;33;2011
1434397;M;No Urbana;NO;0;4;10;57;2011
80175049;F;Urbana;NO;1;1;3;53;2014
80175088;F;No Urbana;NO;2;1;5;30;2011
80174426;F;Urbana;NO;2;3;15;69;2010
80175007;F;Urbana;NO;0;0;0;74;2008
1432182;F;No Urbana;NO;0;1;8;59;2008
80175612;F;Urbana;NO;5;5;3;77;2007
80175267;F;Urbana;NO;2;2;1;55;2010
1432179;M;No Urbana;NO;1;2;11;43;2012
80175032;F;No Urbana;NO;0;1;10;38;2009
80175308;M;Urbana;NO;5;1;10;42;2005
80174504;F;No Urbana;NO;3;3;0;53;2011
80175026;M;No Urbana;NO;1;5;9;35;2013
80175107;M;No Urbana;NO;5;5;7;72;2007
80175543;M;Urbana;NO;0;1;4;65;2011
80174449;F;Urbana;NO;2;2;5;57;2012
80175512;F;No Urbana;NO;1;2;14;53;2013
80175511;F;No Urbana;NO;3;0;1;54;2006
80174413;M;No Urbana;NO;3;4;8;65;2009
80174965;M;No Urbana;NO;3;5;5;69;2007
80175596;F;Urbana;NO;0;0;10;57;2012
80174512;M;No Urbana;NO;3;1;0;54;2008
80174411;M;No Urbana;NO;1;4;7;32;2008
80175290;M;No Urbana;NO;0;4;12;54;2007
80175120;F;No Urbana;NO;5;3;5;49;2007
80174906;F;No Urbana;NO;5;5;13;58;2008
1432437;M;Urbana;NO;3;0;12;47;2011
1435059;M;No Urbana;NO;5;0;13;67;2010
80174969;F;No Urbana;NO;0;1;9;69;2007
1432056;M;Urbana;NO;0;2;8;28;2009
1434545;M;Urbana;NO;3;2;6;42;2005
1434543;M;No Urbana;NO;5;4;14;54;2007
80174766;M;Urbana;NO;3;2;5;50;2011
80175045;M;No Urbana;NO;3;3;4;57;2011
1432015;F;No Urbana;NO;3;0;8;61;2013
80175119;F;Urbana;NO;2;3;6;66;2012
80174742;F;Urbana;NO;5;3;6;50;2005
80174865;M;No Urbana;NO;3;0;10;65;2007
80175113;F;No Urbana;NO;4;3;9;40;2010
80174750;F;No Urbana;NO;2;1;11;47;2005
80174337;F;Urbana;NO;5;5;11;53;2013
80174460;F;Urbana;NO;1;2;1;51;2014
80174336;F;No Urbana;NO;4;4;15;77;2007
80174726;M;No Urbana;NO;0;5;5;47;2007
80174786;F;Urbana;NO;5;4;9;46;2008
1435324;M;Urbana;NO;0;0;13;51;2009
80174455;M;Urbana;NO;2;0;5;43;2011
1435082;M;No Urbana;NO;4;5;3;65;2009
80174392;F;Urbana;NO;0;1;11;45;2007
1435317;F;No Urbana;NO;1;5;7;57;2012
80174875;F;No Urbana;NO;4;1;13;63;2008
1435079;M;Urbana;NO;0;4;11;65;2005
80174390;M;No Urbana;NO;3;2;5;45;2013
1435107;M;Urbana;NO;3;3;10;34;2007
80174866;M;No Urbana;NO;0;4;2;56;2013
80173062;F;Urbana;SI;4;2;14;57;2011
80174661;M;Urbana;NO;1;0;0;68;2012
80173731;M;Urbana;NO;2;0;3;50;2011
80173046;F;Urbana;NO;5;0;7;37;2011
80172270;M;Urbana;NO;0;2;7;28;2010
80174616;F;Urbana;NO;4;2;11;40;2009
80173150;F;No Urbana;NO;3;4;13;36;2011
80173303;F;Urbana;NO;5;4;15;34;2008
80173638;M;Urbana;NO;5;4;14;82;2008
80174601;F;Urbana;NO;4;4;15;36;2011
80173280;F;No Urbana;NO;3;4;2;53;2011
80172889;M;No Urbana;NO;3;4;5;44;2011
80173299;F;No Urbana;NO;1;3;7;33;2011
80173621;M;Urbana;NO;3;0;6;77;2007
